id,name,release_date,refined_date,how_to_read,english_name,description,must_learn,refine_from,can_status_refine,refine_description,refine_description2,special_refine_description,special_refine_hp,type,assist_type,sacred_seal,weapon_type,inherit,inheritable_weapon_type,inheritable_move_type,count,might,might_refine,no_impl_required,range,sp,effective,invalidate_effective,consideration,hp,atk,spd,def,res,cooldown_count,atk_count,counteratk_count,all_dist_counter,disable_counter,wrathful_staff
3079,"毒の葬り手の妖牙",2024-11-29,,"","Enticing Dose","奥義が発動しやすい(発動カウント-1)<br>ターン開始時、および、行動後(再移動が発動した時は再移動後)、自身を中心とした縦3列と横3列の敵の攻撃、守備-7、【混乱】を付与(敵の次回行動終了まで)<br>化身時、または、戦闘開始時、自身のHPが25%以上の時、戦闘開始後、敵に「敵の最大HPの25%」のダメージ(戦闘で攻撃可能な時のみ発動)(他の「戦闘開始後、○ダメージ」の効果とは重複せず最大値適用)(戦闘中にダメージを減らす効果の対象外、ダメージ後のHPは最低1)(巨影など一部の敵を除く)<br>化身時、または、戦闘開始時、自身のHPが25%以上の時、戦闘中、敵の攻撃、守備が戦闘開始時の自分の守備の20%+6だけ減少、敵の奥義以外のスキルによる「ダメージを○○％軽減」を半分無効(無効にする数値は端数切捨て)(範囲奥義を除く)、自分は、与えるダメージ+敵の最大HPの30％(範囲奥義除く)(巨影など一部の敵を除く)、受けるダメージ-○(範囲奥義を除く)、かつ敵の奥義による攻撃の時、さらに、受けるダメージ-○(範囲奥義を除く)(○は、敵のHP減少量、最大20、最小10)<br>ターン開始時、竜、獣以外の味方と隣接していない場合化身状態になる(そうでない場合、化身状態を解除)<br>化身状態なら、攻撃+2、かつ敵から攻撃された時、距離に関係なく反撃する",,"",,"","","",,"武器","",,"獣","不可","","",,14,,,,400,,,"",,,,,,-1,,,,,
3080,"神獣の猛毒",2024-11-29,,"","Divine Toxin","化身状態になる能力を持っていれば、下記の条件を満たした場合でも化身状態になる(条件：「周囲2マス以内に竜、獣の味方がいる場合」、または、「周囲1マス以内の竜、獣以外の味方が2体以下の場合」)<br>飛空城防衛時の敵軍1ターン目開始時、化身状態になる条件を満たしていれば、化身状態になる<br>自軍ターン開始時、および、敵軍ターン開始時、自分と周囲2マス以内の味方に【毒も薬に、薬も毒に】を付与(1ターン)<br>自分が化身時、または、敵から攻撃された時、戦闘中、自身の攻撃、守備、魔防+10、敵の攻撃、守備の強化の+を無効にする、自身の奥義発動カウント変動量+1(同系統効果複数時、最大値適用)、自身の奥義発動カウント変動量-を無効",,"",,"","","",,"パッシブA","",,"","不可","","",,,,,,300,,,"",,,,,,,,,,,
3081,"正面隊形・自己4",2024-11-29,,"","Slick Fighter 4","敵から攻撃された時、または、戦闘開始時、自身のHPが25%以上なら、戦闘中、敵の攻撃-5、自分が与えるダメージ+自分の守備の20％(範囲義を除く)、自分が受けるダメージ-自分の守備の20%(範囲奥義を除く)、自分は絶対追撃、かつ、自分の弱化を無効","|正面隊形・自己3|","",,"","","",,"パッシブB","",,"","可","","|重装|",,,,,,300,,,"",,,,,,,,,,,
3082,"鎧の護り手・遠・双",2024-11-29,,"","A/D Twin F Save","周囲2マス以内の味方が、射程2の敵から攻撃された時、スキル所持者は【護り手】を発動<br>敵が射程2の時、戦闘中、攻撃、守備+4、奥義スキルが持つ1戦闘1回のみの「ダメージを○○％軽減」の効果を1戦闘2回まで可能にする(エンゲージで付与された奥義効果は除く、同系統効果複数時、最大値適用)、かつ自分の攻撃でダメージを与えた時、7回復","|鎧の護り手・遠間3|","",,"","","",,"パッシブC","",,"","可","","|重装|",,,,,,300,,,"",,,,,,,,,,,
3083,"心の葬り手の枝",2024-11-29,,"","Quieting Branch","奥義が発動しやすい(発動カウント-1)<br>ターン開始時、自身のHPが25%以上なら、最も近い敵とその周囲2マス以内の敵の守備、魔防-7、【パニック】、【混乱】(敵の次回行動終了まで)、かつ最も近い敵とその周囲2マス以内の射程1の敵の中で最も守備が低い敵と射程2の敵の中で最も守備が低い敵に【囮指名】、反撃不可の状態異常を付与(反撃不可の状態異常は敵の次回行動終了まで)<br>戦闘開始時、自身のHPが25%以上なら、戦闘中、敵の攻撃、守備が、戦闘開始時の自分の魔防の20%+6だけ減少、敵の最初の攻撃前に自分の奥義発動カウント-2、自分が受けるダメージ-魔防の20％(範囲奥義を除く)、かつ、敵の奥義による攻撃の時、さらに、自分が受けるダメージ-魔防の20%(範囲義を除く)、戦闘後、7回復<br>ターン開始時、竜、獣以外の味方と隣接していない場合化身状態になる(そうでない場合、化身状態を解除)<br>化身状態なら、攻撃+2、かつ敵から攻撃された時、距離に関係なく反撃する",,"",,"","","",,"武器","",,"獣","不可","","",,14,,,,400,,,"",,,,,,-1,,,,,
3084,"攻撃魔防の共栄",2024-11-29,,"","Atk/Res Fortune","化身状態になる能力を持っていれば、下記の条件を満たした場合でも化身状態になる(条件：「周囲2マス以内に竜、獣の味方がいる場合」、または、「周囲1マス以内の竜、獣以外の味方が2体以下の場合」)<br>飛空城防衛時の敵軍1ターン目開始時、化身状態になる条件を満たしていれば、化身状態になる自分が化身時、または、敵から攻撃された時、戦闘中、自身の攻撃、魔防+8、敵の攻撃、守備の強化の+を無効にする、戦闘後、自分は、7回復","|攻撃魔防の密集3|","",,"","","",,"パッシブA","",,"","可","|獣|","",,,,,,300,,,"",,,,,,,,,,,
3085,"世界樹の半身",2024-11-29,,"","Yggdrasill's Alter","自軍ターン開始時、および、敵軍ターン開始時、敵同士で2マス以内にいる敵の攻撃、守備-7、【不和】を付与(敵の次回行動終了まで)<br>戦闘中、敵の攻撃、守備が減少、減少値は、マップ上の【不和】が付与された敵の数(戦闘相手を含む)×3+5(最大14)、自分が与えるダメージ+自分の魔防の20％(範囲奥義を除く)、自分は絶対追撃、かつ奥義発動時、敵の奥義以外のスキルによる「ダメージを○○％軽減」を無効(範囲奥義を除く)",,"",,"","","",,"パッシブB","",,"","不可","","",,,,,,300,,,"",,,,,,,,,,,
3086,"縄張り・守護",2024-11-29,,"",Barricade,"射程1の敵は自分の周囲3マス以内へのスキル効果によるワープ移動不可<br>射程2の敵は自分の周囲4マス以内へのスキル効果によるワープ移動不可<br>(いずれも、すり抜けを持つ敵には無効、制圧戦の拠点等の地形効果によるワープ移動は可)<br>周囲3マス以内の味方は、戦闘中、守備、魔防+4、守備、魔防の弱化を無効周囲3マス以内に味方がいる時、戦闘中、自身の守備、魔防+4、自身の守備、魔防の弱化を無効","|遠距離警戒3|","",,"","","",,"パッシブC","",,"","可","|獣|竜|","",,,,,,300,,,"",,,,,,,,,,,
3087,"魔器・姿なき影刃",2024-12-06,,"","Arcane Sly Knife","奥義が発動しやすい(発動カウント-1)<br>戦闘開始時、自身のHPが25%以上なら、戦闘中、攻撃、速さ、守備、魔防が戦闘開始時の敵の攻撃の25%-4だけ増加(最大14、最低5)、敵の速さ、守備の強化の+を無効、自分が与えるダメージ+自分の攻撃の15%(範囲奥義を含む)、最初に受けた攻撃と2回攻撃のダメージ-7、自分の最初の攻撃前に奥義発動カウント-1",,"",,"","","",,"武器","",,"暗器","可","","",,14,,,,300,,,"",,,,,,-1,,,,,
3088,"暗香疎影",2024-12-06,,"","Dark Perfume","ターン開始時、自分の奥義発動カウント-1、最も近い敵に護られ不可】、反撃不可の状態異常を付与(敵の次回行動終了まで)、その周囲2マス以内の敵に、反撃不可の状態異常を付与(敵の次回行動終了まで)<br>戦闘開始時、自身のHPが25%以上なら、戦闘中、敵の攻撃、速さ、守備-5、自分が与えるダメージ+自分の速さの20％(範囲奥義を含む)、自身の奥義発動カウント変動量-を無効<br>飛空城で攻撃時、落雷の罠、重圧の罠が設置されたマスで移動終了すると、罠を解除する<br>飛空城で攻撃時、停止の魔法罠で移動終了する時、停止の魔法が発動するHPの条件を-10した状態で判定",,"",,"","","",,"パッシブB","",,"","不可","","",,,,,,300,,,"",,,,,,,,,,,
3089,"露払い・不屈",2024-12-06,,"","Lookout Force","【再移動(2)】を発動可能<br>再移動時、味方に【遠隔入れ替え】を発動可能(この効果は補助として扱わない同系統効果複数時、この効果は発動しない)<br>自分から攻撃した時、または、周囲2マス以内に味方がいる時、戦闘中、攻撃、速さ+4、攻撃、速さの弱化を無効","|露払い3|","",,"","","",,"パッシブC","",,"","可","|暗器|","",,,,,,300,,,"",,,,,,,,,,,
3090,"追撃の斧+",2024-12-06,,"","Pursual Axe+","自分から攻撃した時、または、周囲2マス以内に味方がいる時、戦闘中、攻撃、守備+5、絶対追撃","|追撃の斧|","",true,"","","",3,"武器","",,"斧","可","","",,14,,,,300,,,"",,,,,,,,,,,
3091,"盟友との絆の剣",2024-12-06,,"","Fellowship Blade","奥義が発動しやすい(発動カウント-1)<br>自軍ターン開始時、および、敵軍ターン開始時、周囲2マス以内に味方がいる時、自分と周囲2マス以内の味方の守備、魔防+6、【防壁】、【見切り・パニック】を付与(1ターン)<br>周囲3マス以内に味方がいる時、戦闘中、敵の攻撃、守備が戦闘開始時の自分の守備の20%+6だけ減少、自分が与えるダメージ+○(範囲奥義を除く)、自分が受けるダメージ-○の50%(範囲奥義を除く)(○は、自分と周囲2マス以内にいる味方のうち強化の合計値が最も高い値)、敵の奥義発動カウント変動量-1(同系統効果複数時、最大値適用)",,"",,"","","",,"武器","",,"剣","不可","","",,16,,,,400,,,"",,,,,,-1,,,,,
3092,"オスティアの血盟",2024-12-06,,"","Oath of Ostia","HP+5<br>行動後(再移動発動時は再移動後)、および、飛空城防衛時の敵軍ターン開始時、自分のマスとその周囲2マス以内のマスに【天脈・護】を付与(1ターン)<br>敵から攻撃された時、または、戦闘開始時、敵のHPが75%以上の時、戦闘中、敵の攻撃、守備-10、敵の最初の攻撃前に自分の奥義発動カウント-2、敵の奥義以外のスキルによる「ダメージを○○％軽減」を半分無効(無効にする数値は端数切捨て)(範囲義を除く)",,"",,"","","",,"パッシブA","",,"","不可","","",,,,,,300,,,"",5,,,,,,,,,,
3093,"正面隊形・敵方4",2024-12-06,,"","Wily Fighter 4","敵から攻撃された時、または、戦闘開始時、自身のHPが25%以上なら、戦闘中、敵の攻撃-5、自分が与えるダメージ+自分の守備の20％(範囲奥義を除く)、自分が受けるダメージ-自分の守備の20%(範囲奥義を除く)、自分は絶対追撃、かつ、敵の強化の+を無効","|正面隊形・敵方3|","",,"","","",,"パッシブB","",,"","可","","|重装|",,,,,,300,,,"",,,,,,,,,,,
3094,"響・遠距離反撃",2024-12-06,,"","D Counter Echo","敵から攻撃された時、距離に関係なく反撃する",,"",,"","","",,"響心","",,"","可","|剣|槍|斧|竜|獣|","",,,,,,0,,,"",,,,,,,,,true,,
3095,"創世の文字の力",2024-12-06,,"","Óðr of Creation","奥義が発動しやすい(発動カウント-1)<br>自軍ターン開始時、および、敵軍ターン開始時、周囲2マス以内に味方がいる時、自分と周囲2マス以内の味方に【多感】、「周囲2マス以内の味方の隣接マスに移動可能」を付与(1ターン)<br>自分から攻撃した時、または、周囲2マス以内に味方がいる時、戦闘中、攻撃、速さ、守備、魔防が自身を中心とした縦3列と横3列の味方の数×3+5だけ増加(最大14)、自身の弱化を無効、ダメージ+○×5(最大25、範囲奥義を除く)(○は自身と敵が受けている強化を除いた【有利な状態】の数の合計値)、自身の奥義発動カウント変動量-を無効",,"",,"","","",,"武器","",,"無魔法","不可","","",,14,,,,400,,,"",,,,,,-1,,,,,
3096,"知の源",2024-12-06,,"","Font of Wisdom","自軍ターン開始時、および、敵軍ターン開始時、敵同士で2マス以内にいる敵の攻撃、速さ、魔防-7(敵の次回行動了まで)<br>戦闘中、敵の攻撃、速さ、魔防-5、さらに、敵の攻撃、速さ、魔防が減少、減少値は、敵とその周囲2マス以内にいる敵のうち弱化が最も高い値(能力値ごとに計算)、自分が与えるダメージ+自分の魔防の20%(範囲奥義を除く)、敵の奥義以外のスキルによる「ダメージを○○％軽減」を半分無効(無効にする数値は端数切捨て)(範囲奥義を除く)、最初に受けた攻撃と2回攻撃のダメージ-7",,"",,"","","",,"パッシブB","",,"","不可","","",,,,,,300,,,"",,,,,,,,,,,
3097,"鍛錬の鼓動・謀策",2024-12-06,,"","Pulse Up: Ploy","ターン開始時、奥義発動カウント-1<br>自軍ターン開始時、および、敵軍ターン開始時、自身を中心とした縦3列と横3列にいる魔防が「自分の魔防+5」より低い敵に【謀策】、【弱点露呈】を付与(敵の次回行動終了まで)","|始まりの鼓動3|","",,"","","",,"パッシブC","",,"","可","","|歩行|",,,,,,300,,,"",,,,,,,,,,,
3098,"輸送隊の暗器",2024-12-05,2024-12-05,"","","HP+5<br>味方の隣接マスに移動可能<br>周囲3マス以内に味方がいる時、戦闘中、敵の攻撃、速さ-6、敵は追撃不可<br>【暗器(7)】効果",,"",true,"","","敵から攻撃された時、または、戦闘開始時、敵のHPが75%以上の時、戦闘中、敵の攻撃、速さ-6、自分が攻撃を受けた時のダメージを40%軽減(範囲奥義を除く)<br>応援、移動系補助(体当たり、引き戻し、回り込み等)を使用した時、対象と移動後の対象の周囲2マス以内にいる自分を除く味方の攻撃、速さ+6、【強化増幅】、「弱化を無効』を付与(1ターン)",0,"武器","",,"暗器","不可","","",,14,,,,400,,,"",,,,,,,,,,,
3099,"冬氷の魔拳",2024-12-13,,"","Icy Ravager","奥義が発動しやすい(発動カウント-1)<br>ターン開始時、および、英雄決闘を除く敵軍ターン開始時、奥義発動カウントが最大値なら、奥義発動カウント-1敵から攻撃された時、または、戦闘開始時、敵のHPが75%以上の時、戦闘中、敵の攻撃、守備が戦闘開始時の自分の守備の20%+6だけ減少、自分が与えるダメージ+○(範囲奥義を除く)、自分が受けるダメージ-○(範囲奥義を除く)(○は、「現在のターン中に自軍が撃破した敵の数」と「行動済みの敵の数」の合計値×3+10、最大19)「現在のターン中」は、自軍ターン、敵車ターンをそれぞれ別で扱う)<br>自身の奥義発動カウント変動量-を無効、戦闘後、奥義発動カウントが最大値なら、奥義発動カウント-1ターン開始時、竜、獣以外の味方と隣接していない場合化身状態になる(そうでない場合、化身状態を解除)<br>化身状態なら、攻撃+2、かつ敵から攻撃された時、距離に関係なく反撃する",,"",,"","","",,"武器","",,"獣","不可","","",,14,,,,400,,,"",,,,,,-1,,,,,
3100,"鉛色の残夢",2024-12-13,,"","Leaden Regrets","化身状態になる能力を持っていれば、下記の条件を満たした場合でも化身状態になる(条件：「周囲2マス以内に竜、獣の味方がいる場合」、または、「周囲1マス以内の竜、獣以外の味方が2体以下の場合」)<br>飛空城防衛時の敵軍1ターン目開始時、化身状態になる条件を満たしていれば、化身状態になる<br>自分が化身時、または、敵から攻撃された時、戦闘中、敵の攻撃、守備-10、敵から受けた追撃のダメージを80%軽減、敵の奥義以外のスキルによる「ダメージを○○％軽減」を半分無効(無効にする数値は端数切捨て)(範囲奥義を除く)<br>敵から攻撃された時、戦闘後、敵の周囲4マス以内にいる敵から最も近い未行動の敵を即座に行動終了にする",,"",,"","","",,"パッシブA","",,"","不可","","",,,,,,300,,,"",,,,,,,,,,,
3101,"鎧の護り手・遠・茨",2024-12-13,,"","A/D Briar F Save","周囲2マス以内の味方が、射程2の敵から攻撃された時、スキル所持者は【護り手】を発動<br>敵が射程2の時、戦闘中、攻撃、守備+4、最初に受けた攻撃と2回攻撃のダメージ-5、かつ最初に攻撃を受けた時、戦闘中、軽減前のダメージの40%を自身の次の攻撃のダメージに+(その戦闘中のみ、同系統効果複数時、最大値適用)","|鎧の護り手・遠間3|","",,"","","",,"パッシブC","",,"","可","","|重装|",,,,,,300,,,"",,,,,,,,,,,
3102,"冬の修羅の手甲刃",2024-12-13,,"","Red-Fist Blades","奥義が発動しやすい(発動カウント-1)<br>2回攻撃(敵から攻撃された時も、2回攻撃可能)<br>ターン開始時、自身のHPが25%以上なら、自分と周囲2マス以内の味方の攻撃、速さ+6、【奮激】、「戦闘中、奥義発動カウント変動量+1(同系統効果複数時、最大値適用)」を付与(1ターン)<br>戦闘開始時、自身のHPが25%以上なら、戦闘中、攻撃、速さ、守備、魔防が自身を中心とした縦3列と横3列にいる敵の数×3+5だけ増加(最大14)、ダメージ+速さの20％(範囲奥義を除く)、最初に受けた攻撃と2回攻撃のダメージ-7",,"",,"","","",,"武器","",,"暗器","不可","","",,8,,,,400,,,"",,,,,,-1,2,2,,,
3103,"真連閃",2024-12-13,,"","Swift Ice","自分から攻撃した時、または、周囲2マス以内に味方がいる時、戦闘中、攻撃、速さ、守備、魔防+8、最初に受けた攻撃と2回攻撃のダメージを30%軽減、敵の絶対追撃を無効、かつ、自分の追撃不可を無効、敵の奥義以外のスキルによる「ダメージを○○％軽減」を半分無効(無効にする数値は端数切捨て)(範囲奥義を除く)<br>自分から攻撃した時、かつ速さが敵より5以上高い時、戦闘中、全武器種特効(ただし、敵が竜、獣以外の歩行なら自分から攻撃した時、かつ速さが敵より20以上高い時、戦闘中、全武器種特効)",,"",,"","","",,"パッシブA","",,"","不可","","",,,,,,300,,,"",,,,,,,,,,,
3104,"罠解除・周到",2024-12-13,,"","Full Disarm","戦闘中、敵の速さ、守備が自身の強化を除いた【有利な状態】の数と敵の弱化を除いた【不利な状態異常】の数の合計値×2+4だけ減少(最大12)、自身の奥義発動カウント変動量-を無効<br>飛空城で攻撃時、落雷の罠、重圧の罠が設置されたマスで移動終了すると、罠を解除する<br>飛空城で攻撃時、停止の魔法で移動終了する時、停止の魔法罠が発動するHPの条件を-10た状態で判定","|罠解除3|","",,"","","",,"パッシブB","",,"","可","|暗器|","|歩行|飛行|騎馬|",,,,,,300,,,"",,,,,,,,,,,
3105,"雪だるまの雪杖",2024-12-13,,"","Snowman Staff","敵は反撃不可<br>奥義が発動しやすい(発動カウント-1)(奥義発動カウント最大値の下限は1)<br>周囲2マス以内の味方の、周囲2マス以内に移動可能<br>応援、移動系補助を使用した時、自分と対象と移動後の対象の周囲3マスの味方に【敵弱化増幅】を付与、奥義発動カウント-1(奥義発動カウント-1の効果は、1ターン1回のみ)<br>周囲3マス以内に味方がいる時、戦闘中、攻撃、速さが戦闘開始時の速さの20%+6だけ増加、敵の絶対追撃を無効、かつ、自分の追撃不可を無効、自分が与えるダメージ+自分の速さの20％(範囲奥義を除く)(「杖は他の武器同様のダメージ計算になる」が無効化された場合は、加算後に杖のダメージ計算が適用)",,"",,"","","",,"武器","",,"杖","不可","","",,14,,,,400,,,"",,,,,,,,,,true,
3106,"アイスロック+",2024-12-13,,"","Ice Lock+","このスキルは「応援」として扱われる<br>対象を攻撃の40%(最低6)回復し、対象の守備、魔防+6(1ターン)、マップ上に自軍の【天脈・氷】が付与されたマスが存在しなければ、対象から2マス離れたマスに【天脈・氷】を付与(敵軍がいるマス、【天脈・水】以外の破壊可能地形のマス、制圧戦のワープマスは除く)(1ターン)、2ターン目以降なら、その後、自分を行動可能にし、自分とダブル相手に移動を最大1マスに制限する状態異常を付与(次回行動終了時まで)(「その後」以降の効果は、その効果が発動後2ターンの間発動しない)(このスキル使用時の奥義発動カウント変動量は常に0、経験値、SPも入手できない)","|アイスロック|","",,"","","",,"サポート","",,"","可","|杖|","",,,,,,300,,,"",,,,,,,,,,,
3107,"光輝く理力",2024-12-13,,"","Twinkling Anima","ターン開始時、自身のHPが25%以上なら、自分と周囲3マス以内の味方の攻撃、速さ+6、【再移動(1)】、「弱化を無効」を付与(1ターン)<br>ターン開始時、自身のHPが25%以上なら、最も近い敵とその周囲3マス以内の敵の速さ、魔防-7、【パニック】、【不和】を付与(敵の次回行動終了時まで)<br>周囲3マス以内に味方がいる時、戦闘中、攻撃、速さ+5、自身の奥義発動カウント変動量-を無効、敵の奥義以外のスキルによる「ダメージを○○％軽減」を半分無効(無効にする数値は数切捨て)(範囲奥義を除く",,"",,"","","",,"パッシブC","",,"","不可","","",,,,,,300,,,"",,,,,,,,,,,
3108,"冬の双神竜の体術",2024-12-13,,"","Wingtery Arts","射程2の敵に、敵の守備か魔防の低い方でダメージ計算<br>奥義が発動しやすい(発動カウント-1)<br>2回攻撃(敵から攻撃された時も、2回攻撃可能)<br>ターン開始時、周囲2マス以内に味方がいる時、自分と周囲2マス以内の味方に【神竜の結束】を付与(1ターン)<br>周囲3マス以内に味方がいる時、戦闘中、自身の攻撃、速さ、守備、魔防+5、敵の攻撃、速さ、守備、魔防が周囲3マス以内の味方の出典の種類数×3+4だけ減少(最大10)、ダメージ+○(範囲奥義を除く)、最初に受けた攻撃と2回攻撃のダメージ-O(○は、「自分を除く味方の出典の種類数」と「自分を除くエンゲージしている味方の数」の合計値×5(最大15))",,"",,"","","",,"武器","",,"竜石","不可","","",,11,,,,400,,,"",,,,,,-1,2,2,,,
3109,"速さ魔防の刃壁",2024-12-13,,"","S/R Spiked Wall","射程1の敵は、自分の周囲1マス以内を通過できない(すり抜けを持つ敵には無効)<br>射程2の敵は、自分の周囲2マス以内を通過できない(すり抜けを持つ敵には無効)<br>戦闘中、敵の速さ、魔防-4、ダメージ+自分の速さと魔防の高い方の値の15％(範囲奥義を除く)、最初に受けた攻撃と2回攻撃のダメージ-7、自身の奥義発動カウント変動量-を無効","|速さ魔防の防壁3|","",,"","","",,"パッシブB","",,"","可","|剣|槍|斧|竜|獣|","|歩行|",,,,,,300,,,"",,,,,,,,,,,
3110,"冬鍛える体の角",2024-12-13,,"","","守備+3<br>ターン開始時、周囲2マス以内に味方がいる時、自分と周囲2マス以内の味方の攻撃、守備+6(1ターン)、【強化増幅】を付与<br>ターン開始時スキル発動後、周囲2マス以内に味方がいる時、自分と周囲2マス以内にいる味方が攻撃、速さ、守備、魔防の強化を受けていれば、対象が受けている各能力の強化を+した値を付与(1ターン、能力値ごとに計算、上限10)<br>自分から攻撃した時、または、周囲2マス以内に味方がいる時、戦闘中、敵の攻撃、守備が戦闘開始時の自分の守備の20%+6だけ減少、敵の攻撃、守備の強化の+を無効、自身の攻撃、守備の弱化を無効、自分は絶対追撃、自分が与えるダメージ+○(範囲奥義を除く)○は、自分と周囲3マス以内にいる味方のうち強化の合計値が最も高い値<br>ターン開始時、竜、獣以外の味方と隣接していない場合化身状態になる(そうでない場合、化身状態を解除)<br>化身状態なら、攻撃+2、かつ戦闘中、敵の攻撃、守備が、攻撃した側(自分からなら自分、敵からなら敵)の移動前と移動後のマスの距離(最大3)+3だけ減少かつ、移動と移動後のマスの距離が2以上の時、戦闘中、自分が最初に受けた攻撃のダメージを30%軽減",,"",,"","","",,"武器","",,"獣","不可","","",,14,,,,400,,,"",,,,3,,,,,,,
3111,"草原の公女の弓",2024-12-25,,"","Lady's Bow","飛行特効<br>奥義が発動しやすい(発動カウント-1)<br>ターン開始時、周囲2マス以内に味方がいる時、自分と周囲2マス以内の味方の攻撃、速さ+6、【攻め立て】、【初撃の鼓動】を付与(1ターン)<br>周囲3マス以内に味方がいる時、戦闘中、攻撃、速さが戦闘開始時の速さの20%+6だけ増加、ダメージ+7(範囲奥義を除く)、敵の奥義以外のスキルによる「ダメージを○○％軽減」を半分無効(無効にする数値は端数切捨て)(範囲奥義を除く)、かつ追撃の速さ条件を25した状態で追撃の速さ条件を満たしている時(絶対追撃、追撃不可は含まない)、戦闘中、【神速追撃:ダメージ○％】を発動(○は、自分が2回攻撃でない、かつ追撃ができない時は80、それ以外は40)",,"",,"","","",,"武器","",,"弓","不可","","",,14,,,,400,"|飛行|",,"",,,,,,-1,,,,,
3112,"流星群",2024-12-25,,"","Astra Storm","奥義発動時、速さの40%を奥義ダメージに加算<br>自分が奥義発動可能状態の時、または、この戦闘で自分が奥義発動済みの時、戦闘中、【神速追撃：ダメージ○％】が発動した時に○が99以下であれば100とする","|流星|","",,"","","",,"奥義","",,"","不可","","",2,,,,,500,,,"",,,,,,,,,,,
3113,"速さの吸収4",2024-12-25,,"","Speedtaker 4","ターン開始時、自分の速さの【大器】+1<br>戦闘中に攻撃していれば、戦闘後、自分の速さの【大器】+4<br>戦闘中、敵の速さ、守備-4、自分は、ダメージ+速さの20%(範囲義を除く)、速さの弱化を無効、奥義発動カウント変動量-を無効(このスキルによる【大器】の上限は20)","|速さの吸収3|","",,"","","",,"パッシブB","",,"","可","|剣|槍|斧|暗器|弓|","|歩行|飛行|",,,,,,300,,,"",,,,,,,,,,,
3114,"巳年の神蛇の剣",2025-01-01,,"","Snaking Sword","奥義が発動しやすい(発動カウント-1)<br>周囲2マス以内の味方は、自身の周囲2マス以内に移動可能<br>現在のターン中に自分が「戦闘を行っているか、補助スキルを使用している」時、味方は、自分の周囲2マス以内に移動可能<br>自分から攻撃した時、または、周囲2マス以内に味方がいる時、戦闘中、攻撃、速さ、守備、魔防が自身を中心とした縦3列と横3列の味方の数×3+5だけ増加(最大14)、ダメージ+速さの20％(範囲奥義を除く)、最初に受けた攻撃と2回攻撃のダメージ-速さの20％",,"",,"","","",,"武器","",,"剣","不可","","",,16,,,,400,,,"",,,,,,-1,,,,,
3115,"天届く翼",2025-01-01,,"","Heavenly Wings","【再移動(マス間の距離+1、最大4)】を発動可能<br>戦闘開始時、自身のHPが25%以上なら、戦闘中、敵の攻撃、速さ、守備が減少、減少値は、攻撃した側(自分からなら自分、敵からなら敵)の移動前と移動後のマスの距離(最大3)×3+5、敵の絶対追撃を無効、かつ、自分の追撃不可を無効、自身の奥義発動カウント変動量+1(同系統効果複数時、最大値適用)、自分の最初の攻撃前に奥義発動カウント-1",,"",,"","","",,"パッシブB","",,"","不可","","",,,,,,300,,,"",,,,,,,,,,,
3116,"新年開く刃の爪",2025-01-01,,"","New Year Talon","奥義が発動しやすい(発動カウント-1)<br>自軍ターン開始時、および、敵軍ターン開始時、敵同士で2マス以内にいる敵の速さ、守備-7、【弱点露呈】、【混乱】を付与(敵の次回行動終了まで)<br>自分が化身時、または、戦闘開始時、敵のHPが75%以上の時、戦闘中、攻撃、速さ、守備、魔防が戦闘開始時の速さの15%+5だけ増加、ダメージ+○、(○は、敵とその周囲2マス以内の敵の強化を除く【有利な状態】と弱化を除く【不利な状態異常】の数×3)(範囲奥義を除く)、最初に受けた攻撃と2回攻撃のダメージ-7、自分の最初の攻撃前に奥義発動カウント-1<br>ターン開始時、竜、獣以外の味方と隣接していない場合化身状態になり、移動+1(1ターン、重複しない)(そうでない場合、化身状態を解除)化身状態なら、攻撃+2",,"",,"","","",,"武器","",,"獣","不可","","",,14,,,,400,,,"",,,,,,-1,,,,,
3117,"獣影・強襲",2025-01-01,,"","Bestial Assault","化身時、【再移動(残り+1、最低2)】を発動可能<br>化身時、または、戦闘開始時、自身のHPが25%以上の時、戦闘中、敵の速さ、守備-4、ダメージ+自分の速さと守備の高い方の値の20％(範囲奥義を除く)、敵の奥義以外のスキルによる「ダメージを○○％軽減」を半分無効(無効にする数値は端数切捨て)(範囲奥義を除く)","|絶対化身・敏捷3|","",,"","","",,"パッシブB","",,"","可","|獣|","",,,,,,300,,,"",,,,,,,,,,,
