id,name,english_name,description,refine_description,special_refine_description
3205,"影助・ぶちかまし4","Shadow Smite 4","再移動時、味方に【ぶちかまし】を発動可能(この効果は補助として扱わない同系統効果複数時、この効果は発動しない)<br>周囲3マス以内に味方がいる時、戦闘中、攻撃、速さ、守備、魔防+3、戦闘後、7回復","",""
3206,"春光の斧+","Spring-Air Axe+","自身を中心とした縦3列と横3列の敵は戦闘中、攻撃、速さ、守備、魔防-5、奥義発動カウント変動量+を無効<br>戦闘開始時、自身のHPが25%以上なら、戦闘中、ダメージ+○×5(最大20、範囲奥義を除く)(○は、敵の周囲3マス以内にいる敵の数(戦闘相手を含む))","",""
3207,"魔器メデューサ","Arcane Medusa","奥義が発動しやすい(発動カウント-1)<br>ターン開始時、自身のHPが25%以上なら、自分に【赤の呪い】を付与(1ターン)<br>戦闘開始時、自身のHPが25%以上なら、戦闘中、攻撃、速さ、守備、魔防が戦闘開始時の敵の攻撃の25%-4だけ増加(最大14、最低5)、ダメージ+自分の攻撃の15%(範囲奥義を含む)、最初に受けた攻撃と2回攻撃のダメージ-7、自分の最初の攻撃前に奥義発動カウント-1","",""
3208,"恐山の妖術","Mounting Fear","ターン開始時、敵同士で2マス以内にいて、かつ魔防が自分より1以上低い敵に【パニック】、【弱点露呈】、【回復不可】を付与(敵の次回行動終了まで)<br>戦闘中、敵の攻撃、魔防-5、自分が与えるダメージ+自分の魔防の20％(範囲奥義を除く)、敵の奥義以外のスキルによる「ダメージを○○％軽減」を半分無効(無効にする数値は端数切捨て)(範囲奥義を除く)、かつ自分の最初の攻撃時、軽減効果の計算前のダメージが「敵のHP-1」より低い時、そのダメージを「敵のHP-1」とする(範囲奥義を除く)(巨影など一部の敵を除く)","",""
3209,"始まりの鼓動・兜","Time Pulse Helm","ターン開始時、奥義発動カウントが最大値なら、奥義発動カウント-1戦闘中、攻撃、魔防が奥義発動カウント最大値+2だけ増加、戦闘後、奥義発動カウントが最大値なら、奥義発動カウント-1","",""
3210,"修道院長の書","Prior's Tome","奥義が発動しやすい(発動カウント-1)<br>自分が「飛空城の罠」の周囲2マス以内にいれば、マップ上の味方は、自身の周囲2マス以内に移動可能(このスキルの「飛空城の罠」は、発動前の罠だけでなく、偽物の罠、発動済みの罠、解除された罠を含む)<br>周囲2マス以内の味方は、自身の周囲2マス以内に移動可能<br>周囲2マス以内の味方は、戦闘中、攻撃、魔防+5、攻撃、魔防の弱化を無効、戦闘後、7回復<br>周囲3マス以内に味方がいる時、戦闘中、自身の攻撃、魔防が戦闘開始時の魔防の20%+6だけ増加、自身の攻撃、魔防の弱化を無効、ダメージ+魔防の20%(範囲奥義を除く)、絶対追撃、戦闘後、7回復","",""
3211,"攻撃魔防封じ3","Seal Atk/Res 3","戦闘中、敵の攻撃、魔防-3、さらに、敵の攻撃、魔防がそれぞれ減少減少値は、6一敵が受けているその能力値の弱化の値(最低値O、敵が弱化無効の効果を発動していても減少)<br>敵が攻撃、魔防のいずれかの弱化を受けている時、戦闘中、敵の奥義発動カウント変動量-1(同系統効果複数時、最大値適用)<br>戦闘後、敵の攻撃、魔防-6(敵の次回行動終了まで)","",""
3212,"魔刃の剣+","Hexblade Sword+","ターン開始時、周囲2マス以内に味方がいる時、自分に「自分が移動可能な地形を平地のように移動可能」、【魔刃】を付与(1ターン)<br>自分から攻撃した時、または、周囲2マス以内に味方がいる時、戦闘中、攻撃、速さ、守備、魔防+5、ダメージ+攻撃の10%(範囲奥義を除く)","",""
3213,"想い合う絆の弓","True-Bond Bow","飛行特効<br>奥義が発動しやすい(発動カウント-1)<br>周囲2マス以内の味方の周囲2マス以内に移動可能<br>ターン開始時、周囲2マス以内に味方がいる時、自分と周囲2マス以内の味方は、攻撃、速さの【大器】+2、かつ奥義発動カウントが「最大値」なら、奥義発動カウント-2、「最大値一1」なら、奥義発動カウント-1自分から攻撃した時、または、周囲2マス以内に味方がいる時、戦闘中、攻撃、速さ、守備、魔防が自身を中心とした縦3列と横3列の味方の数×3+5だけ増加(最大14)、ダメージ+○(範囲奥義を除く)、最初に受けた攻撃と2回攻撃のダメージ-○(○は、攻撃と速さの【大器】の合計値×2、最大30)、戦闘後、7回復(このスキルによる【大器】の上限は10)","",""
3214,"真月光閃","True Lunar Flash","奥義発動時、敵の守備、魔防-35%扱いで攻撃、速さの35%を奥義ダメージに加算、敵の奥義以外のスキルによる「ダメージを○○％軽減」を無効、敵は、「敵から攻撃を受ける際に発動する奥義」を発動できない<br>自分または敵が奥義発動可能状態の時、または、この戦闘(戦闘前、戦闘中)で自分または敵が奥義発動済みの時、戦闘中、受けた攻撃のダメージを40%軽減(1戦闘1回のみ)(範囲奥義を除く)","",""
3215,"追撃の鼓動・刃","Pulse On: Blades","戦闘中、攻撃、速さが奥義発動カウント最大値+2だけ増加、かつ攻撃時に発動する奥義を装備している時、戦闘中、自分の最初の追撃前に奥義発動カウント-2","",""
3216,"響・凪","Lull Echo","戦闘中、敵の攻撃、速さ、守備、魔防が敵の【有利な状態】の数だけ減少(最大4、強化は除く)、敵の強化の+を無効にする","",""
3217,"ラウアクラブ+","Rauðrcrab+","ターン開始時、自身のHPが25%以上なら、自分の攻撃+6、「自分から攻撃時、絶対追撃」を付与(1ターン)<br>戦闘開始時、自身のHPが25%以上なら、戦闘中、攻撃、速さ、守備、魔防+5、ダメージ+○×5(最大25、範囲奥義を除く)(○は自身と敵が受けている強化を除いた【有利な状態】の数の合計値)","",""
3218,"碧き風空の剣","Azure Twin Edge","奥義が発動しやすい(発動カウント-1)<br>ターン開始時、周囲2マス以内に味方がいる時、自分と周囲2マス以内の味方に【多感】、「戦闘中、自身の奥義発動カウント変動量+1(同系統効果複数時、最大値適用)」を付与(1ターン)<br>自分から攻撃時、または、周囲2マスに味方がいる時、戦闘中、攻撃、速さ、守備、魔防が自身を中心とした縦3列と横3列の味方の数×3+5だけ増加(最大14)、ダメージ+速さの20％(範囲奥義を除く)、最初に受けた攻撃と2回攻撃のダメージ-速さの20%、敵の絶対追撃を無効、かつ、自分の追撃不可を無効<br>下記の【スタイル】を使用可能【スタイル】:かぜの剣","",""
3219,"ツインストライク","Twin Strike","奥義発動時、速さの60%を奥義ダメージに加算<br>戦闘中、2回攻撃(敵から攻撃された時も、2回攻撃可能)、自身の奥義発動カウント変動量-を無効<br>自分または敵が奥義発動可能状態の時、または、この戦(戦闘前、戦闘中)で自分または敵が奥義発動済みの時、戦闘中、受けた攻撃のダメージを40%軽減(1戦闘1回のみ)(範囲奥義を除く)","",""
3220,"蒼穹4","Blue Skies 4","【再移動(2)】を発動可能<br>自分から攻撃した時、または、周囲2マス以内に味方がいる時、戦闘中、攻撃、速さ+8、ダメージ+○(範囲奥義を除く)、最初に受けた攻撃と2回攻撃のダメージ-○(○は、自身を中心とした縦3列と横3列にいる味方の数×2+2、最大8)","",""
3221,"戦神の闇夜の書","Tome of Dusk","【再移動(残り、最低1)】を発動可能<br>奥義が発動しやすい(発動カウント-1)<br>応援、移動系補助を使用した時、自分を行動可能にする(1ターンに1回のみ)<br>行動後(再移動が発動した時は再移動後)、自身の奥義発動カウント-1、かつ現在のターンでの自分の行動回数(再移動はカウントしない)が2回以下の時、魔防が「自分の魔防+5」より低い敵について、敵の位置に応じて以下の効果が発動<br>・敵が自身を中心とした縦3列と横3列にいれば攻撃、魔防-7、【混乱】を付与<br>・敵が自分の十字方向にいれば、さらに【グラビティ】を付与(いずれの効果も、敵の次回行動終了まで)<br>戦闘開始時、自身のHPが25%以上なら、戦闘中、攻撃、速さ、守備、魔防が自身を中心とした縦3列と横3列にいる敵の数×3+5だけ増加(最大14)、ダメージ+魔防の20％(範囲奥義を含む)、敵の奥義以外のスキルによる「ダメージを○○％軽減」を半分無効(無効にする数値は端数切捨て)(範囲奥義を除く)","",""
3222,"攻撃魔防の看破","Atk/Res Detect","戦闘中、敵の攻撃、魔防-4<br>移動系補助(体当たり、引き戻し、回り込み等)を使用した時、または自分に使用された時、移動後の自分と相手それぞれの周囲5マス以内にいる、最も近い敵とその周囲2マス以内にいる敵に【弱点露呈】を付与(敵の次回行動終了まで)<br>マップ上の「弱点露呈】が付与されている敵は、戦闘中、攻撃、魔防-5、攻撃、魔防の強化の+を無効にする","",""
3223,"攻魔鼓舞・奮激","A/R Incite Hone","ターン開始時、周囲2マス以内に味方がいる時、自分と周囲2マス以内の味方の攻撃、魔防+6、【奮激】を付与(1ターン)<br>戦闘中、攻撃、魔防がマップ上の【奮激】が付与されている味方の数+2だけ増加(自分を除く、最大5)","",""
3224,"戦神の闇夜の斧","Axe of Dusk","【再移動(マス間の距離+1、最大4)】を発動可能<br>奥義が発動しやすい(発動カウント-1)<br>自軍ターン開始時、および、敵軍ターン開始時、敵同士で2マス以内にいる敵の速さ、守備-7、【不和】、【回復不可】を付与(敵の次回行動終了まで)<br>自分から攻撃した時、または、戦闘開始時、敵のHPが75%以上の時、戦闘中、攻撃、速さ、守備、魔防が自身を中心とした縦3列と横3列にいる敵の数×3+5だけ増加(最大14)、ダメージ+○(範囲奥義を除く)(○は、敵とその周囲2マス以内の敵の強化を除く【有利な状態】と弱化を除く(不利な状態異常の数×3)、自身の奥義発動カウント変動量+1(同系統効果複数時、最大値適用)、かつ追撃の速さ条件を-25した状態で追撃の速さ条件を満たしている時(絶対追撃、追撃不可は含まない)、戦闘中、【神速追撃:ダメージ○％】を発動(○は、自分が2回攻撃でない、かつ追撃ができない時は80、それ以外は40)","",""
3225,"見下す者",Trample,"自分から攻撃した時、または、戦闘開始時、敵のHPが75%以上の時、戦闘中、攻撃、速さ+7、かつ敵が歩行、重装の時、または、自身の周囲2マス以内に以下のいずれかのマスがある時、戦闘中、さらに、攻撃、速さ+3(・天脈が付与されたマス・いずれかの移動タイプが侵入可能で、平地のように移動できない地形のマス)、ダメージ+5(範囲奥義を除く)<br>自分から攻撃した時、戦闘中、追撃可能なら自分の攻撃の直後に追撃を行う","",""
3226,"仕方がない子ね",Tut-Tut!,"敵を通過可能<br>周囲2マス以内の味方の、周囲2マス以内に移動可能<br>周囲5マス以内の天脈が付与されたマスに移動可能<br>ターン開始時、自身のHPが25%以上なら、自分と周囲2マス以内の味方の攻撃、速さ+6、「戦闘中、敵の奥義以外のスキルによる「ダメージを○○%軽減」を半分無効(無効にする数値は端数切捨て)(範囲奥義を除く)」を付与(1ターン)<br>ターン開始時、そのとき発動する回復とダメージの後で自身のHPが25%以上であれば、最も近い敵のマスとその周囲2マスのマスに【天脈・瘴気】を付与(1ターン)<br>戦闘開始時、自身のHPが25%以上なら、戦闘中、敵の速さ、守備-5、自分が与えるダメージ+自分の速さの20%(範囲奥義を除く)、敵の絶対追撃を無効、かつ、自分の追撃不可を無効","",""
3227,"戦神の闇夜の杖","Baton of Dusk","速さ+3<br>【再移動(残り、最低1)】を発動可能<br>杖は他の武器同様のダメージ計算になるターン開始時、自身のHPが25%以上なら、自分と周囲2マス以内の味方の<br>攻撃、速さ+6、【強化タメージ+】、「戦闘中、自身の奥義発動カウント変動量+1(同系統効果複数時、最大値適用)」を付与(1ターン)<br>戦闘開始時、自身のHPが25%以上なら、戦闘中、攻撃、速さ、守備、魔防が自身を中心とした縦3列と横3列にいる敵の数×3+5だけ増加(最大14)、ダメージ+速さの20％(範囲奥義を除く)(「杖は他の武器同様のダメージ計算になる」が無効化された場合は、加算後に杖のダメージ計算が適用)、敵の絶対追撃を無効、かつ、自分の追撃不可を無効","",""
3228,"攻撃速さの福音","Atk/Spd Tidings","自分から攻撃した時、または、周囲3マス以内に味方がいる時、戦闘中、攻撃、速さが周囲3マス以内の味方数×2+8だけ増加(最大12)、敵は反撃不可","",""
3229,"戦神の闇夜の竜石",Duskstone,"射程2の敵に、敵の守備か魔防の低い方でダメージ計算<br>奥義が発動しやすい(発動カウント-1)<br>ターン開始時、および、英雄決闘を除く敵軍ターン開始時、自身のHPが25%以上なら、下記の効果が発動<br>・自身の奥義発動カウントが最大値なら、自身の奥義発動カウント-1<br>・自分と周囲2マス以内の味方に【竜呪】を付与<br>戦闘開始時、自身のHPが25%以上なら、戦闘中、敵の攻撃、速さ、守備、魔防が自身を中心とした縦3列と横3列にいる敵の数×3+5だけ減少(最大14、スキル所持者が「護り手」を発動している時は14として扱う)、自分が与えるダメージ+◯(範囲奥義を除く)、自分が受けるダメージ-○(範囲奥義を除く)(◯は、周囲3マス以内にいる味方の数×5、最大15、スキル所持者が「護り手」を発動している時は15として扱う)、かつ敵が攻撃時に発動する奥義を装備している時、戦闘中、魔防が敵より5以上高ければ、下記の効果が発動・敵の最初の攻撃前に、敵の奥義発動カウント+1・敵の最初の攻撃で、敵が2回攻撃を発動していれば2回目の攻撃も、敵の奥義発動カウント+1(いずれも、奥義発動カウントの最大値は超えない)<br>戦闘開始時、自身のHPが25%以上の時、戦闘後、奥義発動カウントが最大値なら、奥義発動カウント-1戦闘中、敵の攻撃、速さ、守備、魔防-5、さらに、敵の攻撃、速さ、守備、魔防のそれぞれについて、その能力値が減少減少値は、5一敵が受けているその能力値の弱化の値(最低値O)(1ターン)","",""
3230,"真竜穿射","Dragon Fang Fire","奥義発動時、魔防の40%を奥義ダメージに加算魔防の差を比較するスキルの比較判定時、自身の魔防+5として判定<br>魔防が敵より高い時、受けた範囲奥義のダメージと、戦闘中に攻撃を受けた時のダメージを魔防の差×○％軽減(最大○×10%)(◯は、範囲奥義の時は8ー現在の奥義発動カウント、そうでない時は4一現在の奥義発動カウント)(巨影の範囲奥義を除く)<br>戦闘中、奥義発動可能状態の時、または、戦闘中、奥義を発動済みの時、敵の奥義以外のスキルによる「ダメージを○○％軽減」を半分無効(無効にする数値は端数切捨て)<br>奥義を発動した戦闘後、敵のマスとその周囲2マスのマスに【天脈・水】を付与(1ターン)","",""
3231,"風地水の命脈","Primordial Boost","HP+5<br>敵から攻撃された時、または、戦闘開始時、自身のHPが50%以上の時、戦闘中、速さ、守備、魔防+9、戦闘後、7回復","",""
3232,"激情の炎の書","Tome of Fury","無属性の敵と戦闘時、自分は3すくみ有利、敵は3すくみ不利となる<br>戦闘開始時、自身のHPが25%以上なら、戦闘中、攻撃、速さ、守備、魔防+5、与えるダメージ+魔防の20％(範囲奥義を除く)、受けるダメージ-7(範囲奥義を除く)","無属性の敵と戦闘時、自分は3すくみ有利、敵は3すくみ不利となる<br>戦闘開始時、自身のHPが25%以上なら、戦闘中、攻撃、速さ、守備、魔防+5、与えるダメージ+魔防の20％(範囲奥義を除く)、受けるダメージ-7(範囲奥義を除く)","ターン開始時、周囲2マス以内に味方がいる時、自分と周囲2マス以内の味方の攻撃、魔防+6、「敵の強化の+を無効』、【魔刃】を付与(1ターン)<br>自分から攻撃した時、または、周囲2マス以内に味方がいる時、戦闘中、攻撃、速さ、守備、魔防+5、絶対追撃、戦闘後、7回復"
3233,"矜持の槍","Proud Spear","HP+3<br>【再移動(2)】を発動可能<br>自分から攻撃した時、または、戦闘開始時、敵のHPが75%以上の時、戦闘中、攻撃、速さ、守備、魔防+5、ダメージ+守備の20％(範囲奥義を除く)、絶対追撃","HP+3<br>【再移動(2)】を発動可能<br>自分から攻撃した時、または、戦闘開始時、敵のHPが75%以上の時、戦闘中、攻撃、速さ、守備、魔防+5、ダメージ+守備の20％(範囲奥義を除く)、絶対追撃","ターン開始時、自身のHPが25%以上なら、最も近い敵とその周囲2マス以内の敵の攻撃、守備-7、【不和】、【空転】を付与(敵の次回行動終了まで)<br>戦闘開始時、自身のHPが25%以上なら、戦闘中、攻撃、速さ、守備、魔防+5、敵の奥義発動カウント変動量-1(同系統効果複数時、最大値適用)、戦闘後、7回復"
3234,"寡黙なる忠義の斧","Taciturn Axe","周囲3マス以内に味方がいる時、戦闘中、敵の攻撃、守備-6、自分は、与えるダメージ+守備の○％(範囲義を除く)、受けるダメージ-守備の○％(範囲奥義を除く)(○は、周囲3マス以内に後述の対象がいる時は30、そうでない時は20対象は、自軍内に支援を結んでいる相手がいる時は、支援相手、自軍内に支援を結んでいる相手がいない時は、自軍内で最も攻撃が高い味方(自分を除く))<br>周囲3マス以内に味方がいる時、戦闘後、7回復","周囲3マス以内に味方がいる時、戦闘中、敵の攻撃、守備-6、自分は、与えるダメージ+守備の○％(範囲義を除く)、受けるダメージ-守備の○％(範囲奥義を除く)(○は、周囲3マス以内に後述の対象がいる時は30、そうでない時は20対象は、自軍内に支援を結んでいる相手がいる時は、支援相手、自軍内に支援を結んでいる相手がいない時は、自軍内で最も攻撃が高い味方(自分を除く))<br>周囲3マス以内に味方がいる時、戦闘後、7回復","行動後(再移動が発動した時は再移動後)、および、飛空城防衛時の敵軍ターン開始時、自分のマスとその周囲2マス以内のマスに【天脈・護】を付与(1ターン)<br>敵から攻撃された時、または、戦闘開始時、敵のHPが75%以上の時、戦闘中、敵の攻撃、守備が戦闘開始時の自分の守備の10%+6だけ減少、自身の弱化を無効"
3235,"古の神竜王のブレス","Ancient Majesty","竜特効<br>射程2の敵に、敵の守備か魔防の低い方でダメージ計算<br>奥義が発動しやすい(発動カウント-1)<br>自軍ターン開始時、および、敵軍ターン開始時、自身のHPが25%以上なら、最も近い敵とその周囲2マス以内の敵の攻撃、速さ-7、【凍結】【キャンセル】を付与(敵の次回行動終了まで)<br>戦闘開始時、自身のHPが25%以上なら、戦闘中、攻撃、速さ、守備、魔防が自身を中心とした縦3列と横3列の味方の数×3+5だけ増加(最大14)、ダメージ+敵の攻撃の15%(範囲奥義を除く)、敵の奥義以外のスキルによる「ダメージを○○%軽減」を半分無効(無効にする数値は端数切捨て)(範囲奥義を除く)","",""
3236,"攻撃魔防の近影4","A/R Near Trace 4","【再移動(残り+1、最低2)】を発動可能<br>戦闘中、敵の攻撃、魔防-4、自分が与えるダメージ+7(戦闘前奥義も含む)","",""
3237,"神竜王の大牙","Divine God Fang","周囲2マス以内の味方は、自身の周囲2マス以内に移動可能<br>自軍ターン開始時、および、敵軍ターン開始時、周囲2マス以内に味方がいる時、自分と周囲2マス以内の味方に「竜特効」「竜特効無効」【多感】を付与(1ターン)<br>周囲3マス以内に味方がいる時、戦闘中、攻撃、速さ、守備、魔防+5、与えるダメージ+7(範囲奥義を除く)、受けるダメージ-7(範囲奥義を除く)、自身の奥義発動カウント変動量+1(同系統効果複数時、最大値適用)","",""
3238,"原初の魔道",Fundament,"奥義が発動しやすい(発動カウント-1)<br>自軍ターン開始時、および、敵軍ターン開始時、自身のHPが25%以上なら、自分と周囲2マス以内の味方の攻撃、魔防+6、「受けた範囲奥義のダメージを80%軽減(巨影の範囲奥義を除く)」、「敵の強化の+を無効」を付与(1ターン)<br>戦闘開始時、自身のHPが25%以上の時、戦闘中、敵の攻撃、魔防が戦闘開始時の自身の魔防の20%+6だけ減少、自分は与えるダメージ+魔防の20%(範囲奥義を含む)、受けるダメージ-魔防の20%(範囲奥義を除く)、絶対追撃、戦闘後、7回復","",""
3239,"人に未来を授けし者","Gift of Guidance","攻撃、守備、魔防+10<br>ターン開始時、自身のHPが25%以上なら、自身の奥義発動カウント-2、周囲2マス以内の味方の奥義発動カウント-1、その味方が魔法、杖なら、さらに、奥義発動カウント-1<br>戦闘開始時、自身のHPが25%以上なら、戦闘中、自身の弱化を無効、敵の奥義発動カウント変動量-1(同系統効果複数時、最大値適用)、敵の奥義以外のスキルによる「ダメージを○○%軽減」を半分無効(無効にする数値は端数切捨て)(範囲奥義を除く)","",""
3240,"攻撃魔防の大混乱","Atk/Res Havoc","自軍ターン開始時、および、敵軍ターン開始時、敵同士で2マス以内にいて、かつ魔防が自分より1以上低い敵の攻撃、魔防-7、【混乱】【連携阻害】を付与(敵の次回行動終了まで)<br>自軍ターンのターン開始時スキル発動後、マップ上に【混乱】が付与されている敵が2体以上いる時、自分に【再移動(1)】を付与(1ターン)<br>戦闘中、敵の攻撃、魔防-4、自分が与えるダメージ+自分の魔防の20%(範囲奥義を除く)","",""
3241,"古の地竜族のブレス","Ancient Betrayal","攻撃+3<br>射程2の敵に、敵の守備か魔防の低い方でダメージ計算<br>自軍ターン開始時、および、敵軍ターン開始時、自身のHPが25%以上なら、自分と周囲2マス以内の味方の攻撃、魔防+6、【戦闘外ダメージ無効】、「敵の強化の+を無効」を付与(1ターン)<br>戦闘開始時、自身のHPが25%以上なら、戦闘中、敵の攻撃、守備、魔防が戦闘開始時の自身の魔防の20%+5だけ減少、自分は、与えるダメージ+○(範囲奥義を除く)、受けるダメージ-○(範囲奥義を除く)(○は、マップ上の杖、竜の味方の数(自身を除く)×5+10、最大20)、かつ、敵が攻撃時に発動する奥義を装備している時、戦闘中、魔防が敵より5以上高ければ、敵の最初の攻撃前に敵の奥義発動カウント+1(奥義発動カウントの最大値は超えない)","",""
3242,"古の神竜姫のブレス","Ancient Voice","射程2の敵に、敵の守備か魔防の低い方でダメージ計算<br>奥義が発動しやすい(発動カウント-1)<br>ターン開始時、周囲2マス以内に味方がいる時、自分と周囲2マス以内の味方の速さ、守備+6、【防壁】【弱化を無効】を付与(1ターン)<br>周囲3マス以内に味方がいる時、かつ、奥義発動時、自分の攻撃の値の代わりに守備の150%でダメージ計算(範囲奥義を除く)<br>周囲3マス以内に味方がいる時、戦闘中、攻撃、速さ、守備、魔防が周囲3マス以内の味方の数×3+5だけ増加(最大14)、ダメージ+守備の20%(範囲奥義を除く)、最初に受けた攻撃と2回攻撃のダメージ-守備の20%、かつ、守備が敵より5以上高い時、自身と敵の戦闘順入替スキル(待ち伏せ、攻め立て等)無効","",""
3243,"竜炎","Dragon Flame","奥義発動時、守備の80%を奥義ダメージに加算、自分の最大HPの30%回復<br>下記の条件Aと条件Bの両方を満たしている時、戦闘中、受けた攻撃のダメージを40%軽減(条件A:自分か敵が奥義発動可能状態の時、または、この戦闘(戦闘前、戦闘中)で自分か敵が奥義発動済みの時)(条件B:敵から攻撃された時、または、戦闘中、守備が「敵の守備-10」以上の時)(1戦闘1回のみ)(範囲奥義を除く)","",""
3244,"みんなだいすき","Love for All!","周囲3マス以内の味方は、戦闘中、攻撃、速さ、守備、魔防+5、敵の最初の攻撃前に自分の奥義発動カウント-1<br>周囲3マス以内に味方がいる時、自分が受けた範囲奥義のダメージを周囲3マス以内の味方の数×40%軽減(最大80%、巨影の範囲奥義を除く)<br>周囲3マス以内に味方がいる時、戦闘中、攻撃、速さ、守備、魔防+5、最初に受けた攻撃と2回攻撃のダメージ-○×7(最大14)、敵の最初の攻撃前に自分の奥義発動カウント-○(最大3)(○は、周囲3マス以内の味方の数)、かつ奥義発動時、敵の奥義以外のスキルによる「ダメージを○○%軽減」を無効(範囲奥義を除く)","",""
3245,"響・魔防の竜眼","Res Scowl Echo","敵から攻撃された時、または、戦闘開始時、敵のHPが75%以上の時、戦闘中、魔防+4、かつ、敵が攻撃時発動奥義装備時、かつ戦闘中、魔防が敵より5以上高い時、敵の最初の攻撃前に敵の奥義発動カウント+1(奥義発動カウントの最大値は超えない)","",""
3246,"戦神の闇夜の剣","Sword of Dusk","攻撃+3<br>【再移動(残り+1、最低2)】を発動可能<br>自身を中心とした縦3列と横3列の敵は、戦闘中、攻撃、速さ、守備-5、奥義発動カウント変動量+を無効、絶対追撃を受ける<br>戦闘開始時、自身のHPが25%以上なら、戦闘中、攻撃、速さ、守備、魔防が自身を中心とした縦3列と横3列にいる敵の数×3だけ増加(最大9)、与えるダメージ+守備の○％(範囲奥義を除く)、受けるダメージ-守備の○%(範囲奥義を除く)(○は、戦闘開始時の敵のHPが50%以上の時は25、そうでない時は15)","",""
3247,"古の変身の力","Ancient Trickery","HP+5<br>ターン開始時、自身のHPが25%以上なら、最も近い敵とその周囲2マス以内の敵の速さ、魔防-7、【混乱】を付与(敵の次回行動終了まで)<br>戦闘開始時、自身のHPが25%以上なら、戦闘中、攻撃、速さ、守備、魔防が戦闘開始時の敵の攻撃の25%-4だけ増加(最大14、最低5)、さらに、攻撃、速さ、守備、魔防が周囲3マス以内の味方の最も高い能力値-自分の能力値の値だけ上昇(戦闘開始時の能力値で、能力値ごとに計算)(自分の能力値の方が高い場合はマイナスになる)、ダメージ+速さの20%(範囲奥義を除く)、最初に受けた攻撃と2回攻撃のダメージ-7","",""
3248,"閉ざす者の鋭き爪牙","Jaws of Closure","奥義が発動しやすい(発動カウント-1)<br>自身の戦闘時、敵の護り手は発動しない<br>行動後(再移動が発動した時は再移動後)、周囲5マス以内にいる最も近い敵に【護られ不可】を付与(敵の次回行動終了まで)<br>自身を中心とした縦3列と横3列の敵は、戦闘中、攻撃、速さ、守備、魔防-5、奥義以外のスキルによる「ダメージを○○％軽減」を半分無効(無効にする数値は端数切捨て)(範囲奥義を除く)<br>戦闘開始時、自身のHPが25%以上なら、戦闘中、攻撃、速さ、守備、魔防が戦闘開始時の速さの15%だけ増加、ダメージ+○×8(範囲奥義を除く)、最初に受けた攻撃と2回攻撃のダメージ-○×6(○は、敵の周囲3マス以内にいる敵の数(戦闘相手を含む)、最大4)<br>ターン開始時、竜、獣以外の味方と隣接していない場合、化身状態になり、移動+1(1ターン、重複しない)(そうでない場合、化身状態を解除)<br>化身状態なら、攻撃+2","",""
3249,"開く者たちとの奇縁","New Opening","化身状態になる能力を持っていれば、下記の条件を満たした場合でも化身状態になる(条件:「周囲2マス以内に竜、獣の味方がいる場合」、または、「周囲1マス以内の竜、獣以外の味方が2体以下の場合」)<br>飛空城防衛時の敵軍1ターン目開始時、化身状態になる条件を満たしていれば化身状態になる<br>自分が化身時、または、戦闘開始時、敵のHPが75%以上の時、戦闘中、攻撃、速さ、守備、魔防+9、ダメージ+○(範囲奥義を除く)、最初に受けた攻撃と2回攻撃のダメージ-○、敵の奥義による攻撃で受けるダメージ-○(範囲奥義を除く)(○は、攻撃した側の移動と移動後のマスの距離×4(最大12))<br>自身の奥義発動カウント変動量-を無効、戦闘後、7回復","",""
3250,"暗獣・初撃の鼓動","Preempt Screech","戦闘中、敵の速さ、守備-4<br>戦闘相手以外の敵軍のスキルを無効化<br>自分の最初の攻撃前に奥義発動カウント-1","",""
3251,"平和の願いの剣","Sword of Peace","奥義が発動しやすい(発動カウント-1)<br>周囲3マス以内の味方は、戦闘中、攻撃、速さ+5、自分の最初の攻撃前に奥義発動カウント-1、戦闘後、10回復<br>周囲3マス以内に味方がいる時、戦闘中、攻撃、速さ、守備、魔防が自身を中心とした縦3列と横3列の味方の数×3+5だけ増加(最大14)、ダメージ+○(範囲奥義を除く)、最初に受けた攻撃と2回攻撃のダメージ-○の50%、敵の奥義による攻撃で受けるダメージ-○の50%(範囲奥義を除く)(○は、自分と周囲3マス以内にいる味方のうち強化の合計値が最も高い値)<br>自分の最初の攻撃前に奥義発動カウント-1、敵の奥義以外のスキルによる「ダメージを○○％軽減」を半分無効(無効にする数値は端数切捨て)(範囲奥義を除く)、戦闘後、10回復","",""
3252,"真炎の紋章","The Fire Emblem","奥義発動時、速さの40%を奥義ダメージに加算<br>自軍ターン開始時、および敵軍ターン開始時、周囲2マス以内に味方がいる時、自分と周囲2マス以内の味方の攻撃、速さ、守備、魔防+7、【炎の紋章】、【見切り・パニック】を付与(1ターン)<br>戦闘中、受けた攻撃のダメージを○%軽減(最大40%、範囲奥義を除く)(○は、マップ上の【炎の紋章】が付与されている味方の数(自分を含む)×10)<br>敵から攻撃された時、距離に関係なく反撃する","",""
